HIV : Validation Results
=========================================

err = 306, warn = 151, info = 2042
IG Publisher Version: 1.6.13
Generated Mon Jul 01 19:40:38 UTC 2024. FHIR version 4.0.1 for smart.who.int.hiv#0.1.0 (canonical = http://smart.who.int/hiv)
 Build Errors : 70 / 16 / 0
 /github/workspace/fsh-generated/resources/ActorDefinition-Client : 0 / 1 / 2
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[36].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[37].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[38].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[39].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[40].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[41].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[42].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[43].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[44].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[45].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[46].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[47].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[48].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[49].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[50].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[51].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[52].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[53].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[54].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[55].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[56].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[57].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[58].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[59].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[60].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[61].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[62].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[63].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[64].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[65].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[66].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[67].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[68].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[69].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[70].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[71].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[72].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[73].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[74].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[75].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[76].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[77].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[78].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[79].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[80].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[81].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[82].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[83].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[84].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[85].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[86].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[87].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[88].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[89].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[90].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[91].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[92].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[93].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[94].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[95].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[96].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[97].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[98].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[99].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[100].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[101].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[102].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[103].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[104].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[105].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[106].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[107].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[108].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[109].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[110].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[111].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[112].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[113].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[114].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[115].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[116].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[117].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[118].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[119].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[120].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[121].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[122].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[123].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[124].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[125].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[126].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[127].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[128].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[129].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[130].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[131].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.differential.element[132].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVEPMTCT: StructureDefinition.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablestructuredefinition|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
== fsh-generated/resources/StructureDefinition-HIVGDiagnostics.json ==
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-shareablestructuredefinition|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[1].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[2].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[3].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[4].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[5].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[6].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[7].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[8].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[9].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[10].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[11].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[12].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[13].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[14].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[15].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[16].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[17].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[18].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[19].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[20].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[21].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[22].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[23].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[24].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[25].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[26].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[27].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[28].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[29].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[30].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[31].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[32].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[33].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[34].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[35].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[36].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[37].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[38].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[39].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.snapshot.element[40].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[1].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[2].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[3].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[4].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[5].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[6].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[7].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
INFORMATION: StructureDefinition/HIVGDiagnostics: StructureDefinition.differential.element[8].code[0]: Reference to experimental CodeSystem http://smart.who.int/hiv/CodeSystem/HIVConcepts|0.1.0
