"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVEPMTCT","HIVEPMTCT.arvAdherenceCounselling","HIVEPMTCT.arvAdherenceCounselling","","","",0,1,"","","","boolean {[]} {[]}
","ARV adherence counselling","Counselling was carried out during visit","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE121
",,,,"HIVEPMTCT.arvAdherenceCounselling",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantFeedingCounsellingProvided","HIVEPMTCT.infantFeedingCounsellingProvided","","","",0,1,"","","","boolean {[]} {[]}
","Infant feeding counselling provided","Support on infant and child feeding to mother or caregiver provided","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE122
",,,,"HIVEPMTCT.infantFeedingCounsellingProvided",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateInfantFeedingCounsellingProvided","HIVEPMTCT.dateInfantFeedingCounsellingProvided","","","",0,1,"","","","date {[]} {[]}
","Date infant feeding counselling provided","Date support on infant and child feeding to mother or caregiver provided","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE123
",,,,"HIVEPMTCT.dateInfantFeedingCounsellingProvided",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.malariaPreventionCounsellingConducted","HIVEPMTCT.malariaPreventionCounsellingConducted","","","",0,1,"","","","boolean {[]} {[]}
","Malaria prevention counselling conducted","Counselling provided on how to prevent malaria","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE124
",,,,"HIVEPMTCT.malariaPreventionCounsellingConducted",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.insecticideTreatedBednetItnProvidedOrReferred","HIVEPMTCT.insecticideTreatedBednetItnProvidedOrReferred","","","",0,1,"","","","boolean {[]} {[]}
","Insecticide treated bednet (ITN) provided or referred","An insecticide treated bednet (ITN) was provided or the client was referred","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE125
",,,,"HIVEPMTCT.insecticideTreatedBednetItnProvidedOrReferred",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.maternalSyphilisTreatment","HIVEPMTCT.maternalSyphilisTreatment","","","",1,1,"","","","boolean {[]} {[]}
","Maternal syphilis treatment","Whether or not mother was treated for syphilis","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE126
",,,,"HIVEPMTCT.maternalSyphilisTreatment",1,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantFeedingPractice","HIVEPMTCT.infantFeedingPractice","","","",0,1,"","","","Coding {[]} {[]}
","Infant feeding practice","Infant feeding practice","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE127","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE127
",,,,"HIVEPMTCT.infantFeedingPractice",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantFeedingPracticeRecordedDate","HIVEPMTCT.infantFeedingPracticeRecordedDate","","","",0,1,"","","","date {[]} {[]}
","Infant feeding practice recorded date","Date on which infant feeding practice was recorded","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE131
",,,,"HIVEPMTCT.infantFeedingPracticeRecordedDate",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.stoppedBreastfeeding","HIVEPMTCT.stoppedBreastfeeding","","","",0,1,"","","","boolean {[]} {[]}
","Stopped breastfeeding","The mother has fully stopped breastfeeding the infant or child","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE132
",,,,"HIVEPMTCT.stoppedBreastfeeding",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateStoppedBreastfeeding","HIVEPMTCT.dateStoppedBreastfeeding","","","",0,1,"","","","date {[]} {[]}
","Date stopped breastfeeding","The date on which the mother stopped breastfeeding the infant","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE133
",,,,"HIVEPMTCT.dateStoppedBreastfeeding",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.takingIronAndFolicAcidIfaTablets","HIVEPMTCT.takingIronAndFolicAcidIfaTablets","","","",0,1,"","","","boolean {[]} {[]}
","Taking iron and folic acid (IFA) tablets","Is client taking her iron and folic acid (IFA) tablets? Select whether the woman is continuing to take IFA supplements","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE134
",,,,"HIVEPMTCT.takingIronAndFolicAcidIfaTablets",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.amountOfIronPrescribed","HIVEPMTCT.amountOfIronPrescribed","","","",0,1,"","","","integer {[]} {[]}
","Amount of iron prescribed","Amount of iron supplements prescribed in milligrams for intake","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE135
",,,,"HIVEPMTCT.amountOfIronPrescribed",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.typeOfIronSupplementDosageProvided","HIVEPMTCT.typeOfIronSupplementDosageProvided","","","",0,1,"","","","Coding {[]} {[]}
","Type of iron supplement dosage provided","Whether the amount of iron prescribed is for daily or weekly intake","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE136","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE136
",,,,"HIVEPMTCT.typeOfIronSupplementDosageProvided",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.amountOfDailyDoseOfFolicAcidPrescribed","HIVEPMTCT.amountOfDailyDoseOfFolicAcidPrescribed","","","",0,1,"","","","integer {[]} {[]}
","Amount of daily dose of folic acid prescribed","Amount of folic acid supplements prescribed in milligrams for daily intake","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE139
",,,,"HIVEPMTCT.amountOfDailyDoseOfFolicAcidPrescribed",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateInfantArvProphylaxisDispensedOrStarted","HIVEPMTCT.dateInfantArvProphylaxisDispensedOrStarted","","","",0,1,"","","","date {[]} {[]}
","Date infant ARV prophylaxis dispensed (or started)","Date HIV-exposed infant received ARV prophylaxis (for the first time)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE140
",,,,"HIVEPMTCT.dateInfantArvProphylaxisDispensedOrStarted",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.maternalHivStatus","HIVEPMTCT.maternalHivStatus","","","",0,1,"","","","Coding {[]} {[]}
","Maternal HIV status","The HIV status of the infant's mother","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE141","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE141
",,,,"HIVEPMTCT.maternalHivStatus",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.maternalHivStatusAtFirstAncVisit","HIVEPMTCT.maternalHivStatusAtFirstAncVisit","","","",0,1,"","","","Coding {[]} {[]}
","Maternal HIV status at first ANC visit","The HIV status of the infant's mother at first ANC visit","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE145","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE145
",,,,"HIVEPMTCT.maternalHivStatusAtFirstAncVisit",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.maternalSyphilisTestResult","HIVEPMTCT.maternalSyphilisTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Maternal syphilis test result","Result from maternal syphilis test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE149","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE149
",,,,"HIVEPMTCT.maternalSyphilisTestResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.hypertension","HIVEPMTCT.hypertension","","","",0,1,"","","","boolean {[]} {[]}
","Hypertension","Whether the client has developed hypertension associated with pregnancy","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE153
",,,,"HIVEPMTCT.hypertension",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.preEclampsia","HIVEPMTCT.preEclampsia","","","",0,1,"","","","boolean {[]} {[]}
","Pre-eclampsia","Whether the client has pre-eclampsia","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE154
",,,,"HIVEPMTCT.preEclampsia",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.signsOfSubstantialRiskOfHivInfection","HIVEPMTCT.signsOfSubstantialRiskOfHivInfection","","","",1,*,"","","","Coding {[]} {[]}
","Signs of substantial risk of HIV infection","Signs the client is at a substantial risk of HIV infection","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE155","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE155
",,,,"HIVEPMTCT.signsOfSubstantialRiskOfHivInfection",1,*,"",""
"HIVEPMTCT","HIVEPMTCT.serodiscordantPartner","HIVEPMTCT.serodiscordantPartner","","","",0,1,"","","","boolean {[]} {[]}
","Serodiscordant partner","Mother's HIV status is different from a current partner's HIV status","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE160
",,,,"HIVEPMTCT.serodiscordantPartner",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateWomanReceivedCounsellingForCpt","HIVEPMTCT.dateWomanReceivedCounsellingForCpt","","","",0,1,"","","","date {[]} {[]}
","Date woman received counselling for CPT","Date woman received counselling for co-trimoxazole preventive therapy (CPT)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE161
",,,,"HIVEPMTCT.dateWomanReceivedCounsellingForCpt",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateWomanReceivedCounsellingForTpt","HIVEPMTCT.dateWomanReceivedCounsellingForTpt","","","",0,1,"","","","date {[]} {[]}
","Date woman received counselling for TPT","Date woman received counselling for TB preventive therapy","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE162
",,,,"HIVEPMTCT.dateWomanReceivedCounsellingForTpt",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantCoTrimoxazoleProphylaxisStartDate","HIVEPMTCT.infantCoTrimoxazoleProphylaxisStartDate","","","",0,1,"","","","date {[]} {[]}
","Infant's co-trimoxazole prophylaxis start date","Start date of co-trimoxazole prophylaxis","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE163
",,,,"HIVEPMTCT.infantCoTrimoxazoleProphylaxisStartDate",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantAgeWhenCoTrimoxazoleProphylaxisWasStarted","HIVEPMTCT.infantAgeWhenCoTrimoxazoleProphylaxisWasStarted","","","",0,1,"","","","integer {[]} {[]}
","Infant's age when co-trimoxazole prophylaxis was started","The number of weeks or months infant was when started on co-trimoxazole (CTX) prophylaxis preventive therapy","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE164
",,,,"HIVEPMTCT.infantAgeWhenCoTrimoxazoleProphylaxisWasStarted",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.presumptiveClinicalDiagnosisOfSevereHivInfectionInInfants","HIVEPMTCT.presumptiveClinicalDiagnosisOfSevereHivInfectionInInfants","","","",0,1,"","","","boolean {[]} {[]}
","Presumptive clinical diagnosis of severe HIV infection in infants","Presumptive clinical diagnosis of severe HIV infection in infants","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE165
",,,,"HIVEPMTCT.presumptiveClinicalDiagnosisOfSevereHivInfectionInInfants",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantArvProphylaxis","HIVEPMTCT.infantArvProphylaxis","","","",0,1,"","","","boolean {[]} {[]}
","Infant ARV prophylaxis","Infant is taking an antiretroviral prophylaxis to prevent infection from HIV exposure","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE166
",,,,"HIVEPMTCT.infantArvProphylaxis",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantArvProphylaxisStartDate","HIVEPMTCT.infantArvProphylaxisStartDate","","","",0,1,"","","","date {[]} {[]}
","Infant ARV prophylaxis start date","The date on which the infant was started on an antiretroviral prophylaxis","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE167
",,,,"HIVEPMTCT.infantArvProphylaxisStartDate",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.hivTestType","HIVEPMTCT.hivTestType","","","",0,1,"","","","Coding {[]} {[]}
","HIV test type","Type of HIV test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE168","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE168
",,,,"HIVEPMTCT.hivTestType",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.maternalAndChildHealthServiceVisit","HIVEPMTCT.maternalAndChildHealthServiceVisit","","","",0,1,"","","","Coding {[]} {[]}
","Maternal and child health service visit","Maternal and child health service visit attended by an HIV-exposed infant","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE173","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE173
",,,,"HIVEPMTCT.maternalAndChildHealthServiceVisit",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.weeksPostpartum","HIVEPMTCT.weeksPostpartum","","","",0,1,"","","","integer {[]} {[]}
","Weeks postpartum","Number of weeks postpartum on this visit date","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE177
",,,,"HIVEPMTCT.weeksPostpartum",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.birthCohort","HIVEPMTCT.birthCohort","","","",1,1,"","","","date {[]} {[]}
","Birth cohort","Month and year of infant's birth, which the infant is registered into. The cohort is a group of infants born in the same month, whose status is followed over time.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE178
",,,,"HIVEPMTCT.birthCohort",1,1,"",""
"HIVEPMTCT","HIVEPMTCT.registeredInBirthCohort","HIVEPMTCT.registeredInBirthCohort","","","",1,1,"","","","boolean {[]} {[]}
","Registered in birth cohort","Whether the infant has been registered in a birth cohort","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE179
",,,,"HIVEPMTCT.registeredInBirthCohort",1,1,"",""
"HIVEPMTCT","HIVEPMTCT.eidSampleNumber","HIVEPMTCT.eidSampleNumber","","","",0,1,"","","","Coding {[]} {[]}
","EID sample number","Early infant diagnosis (EID) sample number","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE180","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE180
",,,,"HIVEPMTCT.eidSampleNumber",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.eidTestNumber","HIVEPMTCT.eidTestNumber","","","",0,1,"","","","Coding {[]} {[]}
","EID test number","Early infant diagnosis (EID) HIV test number using the same sample","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE183","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE183
",,,,"HIVEPMTCT.eidTestNumber",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.eidTestNumber1TestResult","HIVEPMTCT.eidTestNumber1TestResult","","","",0,1,"","","","Coding {[]} {[]}
","EID test number 1 test result","Early infant diagnosis test number 1 test result","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE186","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE186
",,,,"HIVEPMTCT.eidTestNumber1TestResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.eidTestNumber2TestResult","HIVEPMTCT.eidTestNumber2TestResult","","","",0,1,"","","","Coding {[]} {[]}
","EID test number 2 test result","Early infant diagnosis test number 2 test result","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE190","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE190
",,,,"HIVEPMTCT.eidTestNumber2TestResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.assayNumberInTestingStrategy","HIVEPMTCT.assayNumberInTestingStrategy","","","",0,1,"","","","Coding {[]} {[]}
","Assay number in testing strategy","The number of the assay (test kit) in the HIV testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE194","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE194
",,,,"HIVEPMTCT.assayNumberInTestingStrategy",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfHivAssay1","HIVEPMTCT.testResultOfHivAssay1","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 1","The result of the first HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE200","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE200
",,,,"HIVEPMTCT.testResultOfHivAssay1",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfHivAssay2","HIVEPMTCT.testResultOfHivAssay2","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 2","The result of the second HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE204","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE204
",,,,"HIVEPMTCT.testResultOfHivAssay2",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfHivAssay3","HIVEPMTCT.testResultOfHivAssay3","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 3","The result of the third HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE208","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE208
",,,,"HIVEPMTCT.testResultOfHivAssay3",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfHivAssay1Repeated","HIVEPMTCT.testResultOfHivAssay1Repeated","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 1 repeated","The result of the repeated first HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE212","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE212
",,,,"HIVEPMTCT.testResultOfHivAssay1Repeated",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfSyphilisAssay1","HIVEPMTCT.testResultOfSyphilisAssay1","","","",0,1,"","","","Coding {[]} {[]}
","Test result of syphilis assay 1","The result of the first syphilis assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE216","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE216
",,,,"HIVEPMTCT.testResultOfSyphilisAssay1",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.testResultOfSyphilisAssay1Repeated","HIVEPMTCT.testResultOfSyphilisAssay1Repeated","","","",0,1,"","","","Coding {[]} {[]}
","Test result of syphilis assay 1 repeated","The result of the first syphilis assay repeated in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE220","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE220
",,,,"HIVEPMTCT.testResultOfSyphilisAssay1Repeated",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.hivTestDate","HIVEPMTCT.hivTestDate","","","",0,1,"","","","date {[]} {[]}
","HIV test date","Date of the HIV test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE224
",,,,"HIVEPMTCT.hivTestDate",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantHivStatus","HIVEPMTCT.infantHivStatus","","","",1,1,"","","","Coding {[]} {[]}
","Infant HIV status","HIV status reported after applying the HIV testing algorithm. No single HIV test can provide an HIV-positive diagnosis.","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE225","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE225
",,,,"HIVEPMTCT.infantHivStatus",1,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantArtStartDate","HIVEPMTCT.infantArtStartDate","","","",0,1,"","","","date {[]} {[]}
","Infant ART start date","The date on which the infant was started or restarted on antiretroviral therapy (ART)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE229
",,,,"HIVEPMTCT.infantArtStartDate",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.finalDiagnosisOfHivExposedInfant","HIVEPMTCT.finalDiagnosisOfHivExposedInfant","","","",0,1,"","","","Coding {[]} {[]}
","Final diagnosis of HIV-exposed infant","HIV-exposed infant final status at 18 months or 3 months after cessation of breastfeeding (whichever is later).","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE230","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE230
",,,,"HIVEPMTCT.finalDiagnosisOfHivExposedInfant",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.hivExposedInfantReasonForUnknownFinalStatus","HIVEPMTCT.hivExposedInfantReasonForUnknownFinalStatus","","","",0,1,"","","","Coding {[]} {[]}
","HIV-exposed infant reason for unknown final status","The outcome for the infant does not have a final outcome, which may because of death, stopped treatment or lost to follow-up.","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE234","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE234
",,,,"HIVEPMTCT.hivExposedInfantReasonForUnknownFinalStatus",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateOfDeathOfInfant","HIVEPMTCT.dateOfDeathOfInfant","","","",0,1,"","","","dateTime {[]} {[]}
","Date of death of infant","Date that the infant died","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE239
",,,,"HIVEPMTCT.dateOfDeathOfInfant",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.causeOfDeathOfInfant","HIVEPMTCT.causeOfDeathOfInfant","","","",0,1,"","","","Coding {[]} {[]}
","Cause of death of infant","The infant's cause of death","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE240","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE240
",,,,"HIVEPMTCT.causeOfDeathOfInfant",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.infantDiedWithin24HoursOfChildbirth","HIVEPMTCT.infantDiedWithin24HoursOfChildbirth","","","",0,1,"","","","boolean {[]} {[]}
","Infant died within 24 hours of childbirth","The infant died within 24 hours of childbirth","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE241
",,,,"HIVEPMTCT.infantDiedWithin24HoursOfChildbirth",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.actionsNeededDuringInfantFollowUpVisit","HIVEPMTCT.actionsNeededDuringInfantFollowUpVisit","","","",0,1,"","","","string {[]} {[]}
","Action(s) needed during infant follow-up visit","Any actions needed during infant follow-up visit","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE242
",,,,"HIVEPMTCT.actionsNeededDuringInfantFollowUpVisit",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.timingOfAdditionalInfantHivTest","HIVEPMTCT.timingOfAdditionalInfantHivTest","","","",0,1,"","","","integer {[]} {[]}
","Timing of additional infant HIV test","Age in months when additional infant HIV test is performed","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE243
",,,,"HIVEPMTCT.timingOfAdditionalInfantHivTest",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.dateOfSampleCollectionOfAdditionalInfantHivTest","HIVEPMTCT.dateOfSampleCollectionOfAdditionalInfantHivTest","","","",0,1,"","","","date {[]} {[]}
","Date of sample collection of additional infant HIV test","Date of sample collection of additional infant HIV test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE244
",,,,"HIVEPMTCT.dateOfSampleCollectionOfAdditionalInfantHivTest",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.haemoglobinHbResult","HIVEPMTCT.haemoglobinHbResult","","","",0,1,"","","","integer {[]} {[]}
","Haemoglobin (Hb) result","Result of woman's haemoglobin test during ANC, labour or delivery. Full blood count testing is recommended, and if not available, use of  haemoglobinometer over haemoglobin colour scale.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE245
",,,,"HIVEPMTCT.haemoglobinHbResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.bloodGroupAndRhFactor","HIVEPMTCT.bloodGroupAndRhFactor","","","",0,1,"","","","Coding {[]} {[]}
","Blood group and Rh factor","Mother's blood type and blood Rh factor","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE246","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE246
",,,,"HIVEPMTCT.bloodGroupAndRhFactor",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.asymptomaticBacteriuriaAsbTestResult","HIVEPMTCT.asymptomaticBacteriuriaAsbTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Asymptomatic bacteriuria (ASB) test result","Result of urine culture (or urine Gram-staining if not available over dipstick tests) for diagnosing asymptomatic bacteriuria","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE255","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE255
",,,,"HIVEPMTCT.asymptomaticBacteriuriaAsbTestResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.urineProteinTestResult","HIVEPMTCT.urineProteinTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Urine protein test result","Results of urine protein test of mother during ANC visit","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE259","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE259
",,,,"HIVEPMTCT.urineProteinTestResult",0,1,"",""
"HIVEPMTCT","HIVEPMTCT.typeOfHypertensiveDisorder","HIVEPMTCT.typeOfHypertensiveDisorder","","","",0,*,"","","","Coding {[]} {[]}
","Type of hypertensive disorder","Type of hypertensive disorder of the mother","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.E.DE264","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.E.DE264
",,,,"HIVEPMTCT.typeOfHypertensiveDisorder",0,*,"",""
"HIVGDiagnostics","HIVGDiagnostics","HIVGDiagnostics","","","",0,*,"","","","null {[]} {[]}
","HIV.G Diagnostics","This tab describes the data that are collected during the workflow for diagnostics for HIV (HIV.G)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
